N,P,K,temperature,humidity,ph,rainfall,label,Price_kg,kg_per_acre
98.00,48.00,20.00,23.50,61.32,4.79,96.00,maize,0.32,2600
62.00,47.00,14.00,24.11,73.13,5.38,96.00,maize,0.32,2600
72.00,44.00,21.00,19.74,59.66,5.96,96.00,maize,0.32,2600
30.00,26.00,33.00,27.79,53.97,5.20,96.00,mango,0.76,3000
20.00,15.00,13.00,20.68,90.92,4.25,96.00,orange,0.46,4800
21.00,11.00,8.00,13.70,90.96,8.15,96.00,orange,0.46,4800
16.00,21.00,34.00,22.55,89.33,4.00,96.00,pomegranate,0.74,1700
19.00,22.00,33.00,24.33,90.88,4.40,96.00,pomegranate,0.74,1700
23.00,17.00,32.00,22.40,88.15,4.81,96.00,pomegranate,0.74,1700
18.00,21.00,43.00,21.25,92.65,5.12,96.00,pomegranate,0.74,1700
11.00,88.00,209,22.50,92.46,5.93,97.00,apple,0.68,7300
102.00,65.00,65.00,25.87,84.42,6.45,97.00,banana,1.25,14000
117.00,71.00,48.00,28.15,81.54,6.56,97.00,banana,1.25,14000
30.00,51.00,20.00,28.27,61.19,5.82,97.00,blackgram,0.59,800
31.00,68.00,58.00,20.19,16.42,6.57,97.00,chickpea,0.78,1000
39.00,56.00,81.00,17.26,18.75,6.92,97.00,chickpea,0.78,1000
21.00,70.00,97.00,18.73,17.58,7.20,97.00,chickpea,0.78,1000
97.00,68.00,17.00,24.48,84.45,4.90,97.00,cotton,0.55,365
18.00,32.00,36.00,35.99,52.23,3.87,97.00,mango,0.76,3000
22.00,29.00,25.00,33.36,45.02,5.92,97.00,mango,0.76,3000
34.00,14.00,11.00,16.15,91.44,6.72,97.00,orange,0.46,4800
26.00,18.00,10.00,21.21,91.35,8.09,97.00,orange,0.46,4800
21.00,178.00,203,22.44,91.59,5.26,98.00,apple,0.68,7300
28.00,156.00,163,23.16,90.34,5.53,98.00,apple,0.68,7300
107.00,70.00,39.00,26.40,84.41,5.04,98.00,banana,1.25,14000
101.00,113.00,65.00,27.85,83.31,5.87,98.00,banana,1.25,14000
17.00,15.00,39.00,28.39,99.19,7.50,98.00,coconut,0.32,5000
64.00,21.00,36.00,26.97,62.02,7.26,98.00,coffee,4.55,500
90.00,38.00,14.00,25.32,81.79,7.72,98.00,cotton,0.55,365
255.00,52.00,9.00,25.17,80.30,8.49,98.00,cotton,0.55,365
141.00,41.00,20.00,24.86,65.74,4.88,98.00,maize,0.32,2600
69.00,62.00,22.00,21.70,60.47,8.35,98.00,maize,0.32,2600
20.00,30.00,38.00,35.54,52.95,5.51,98.00,mango,0.76,3000
17.00,26.00,21.00,33.88,54.39,5.88,98.00,mango,0.76,3000
23.00,69.00,13.00,19.54,66.35,3.42,98.00,mothbeans,0.84,4000
17.00,71.00,30.00,34.54,39.04,5.24,98.00,mothbeans,0.84,4000
19.00,12.00,14.00,30.85,92.87,8.04,98.00,orange,0.46,4800
28.00,84.00,14.00,34.54,39.04,5.84,98.00,pigeonpeas,0.76,800
24.00,143.00,232,22.13,94.68,4.90,99.00,apple,0.68,7300
20.00,138.00,156,22.53,92.55,5.27,99.00,apple,0.68,7300
79.00,106.00,72.00,26.59,81.41,5.03,99.00,banana,1.25,14000
117.00,83.00,47.00,25.94,78.34,7.04,99.00,banana,1.25,14000
65.00,60.00,69.00,26.13,81.81,8.58,99.00,banana,1.25,14000
34.00,84.00,50.00,20.45,15.40,6.34,99.00,chickpea,0.78,1000
52.00,67.00,69.00,17.49,16.39,7.89,99.00,chickpea,0.78,1000
156.00,68.00,19.00,24.16,76.74,8.80,99.00,cotton,0.55,365
25.00,142.00,266.00,25.67,81.62,7.74,99.00,grapes,1.2,5000
15.00,48.00,22.00,15.54,23.76,7.65,99.00,kidneybeans,1.21,2000
91.00,42.00,21.00,25.38,57.21,5.36,99.00,maize,0.32,2600
74.00,53.00,19.00,25.72,67.22,5.69,99.00,maize,0.32,2600
15.00,17.00,8.00,34.59,92.13,6.96,99.00,orange,0.46,4800
104.00,55.00,187.00,21.75,87.00,6.45,99.00,pineapple,1.1,10000
11.00,29.00,65.00,24.69,93.87,5.53,99.00,pomegranate,0.74,1700
23.00,98.00,231,22.17,90.27,7.46,100.00,apple,0.68,7300
128.00,80.00,72.00,27.01,80.19,5.63,100.00,banana,1.25,14000
85.00,64.00,45.00,25.94,78.90,5.92,100.00,banana,1.25,14000
23.00,52.00,72.00,20.63,14.44,5.32,100.00,chickpea,0.78,1000
36.00,70.00,90.00,17.57,15.00,10.72,100.00,chickpea,0.78,1000
78.00,18.00,23.00,26.22,62.27,6.16,100.00,coffee,4.55,500
28.00,76.00,106.00,25.11,83.25,4.18,100.00,grapes,1.2,5000
19.00,55.00,21.00,17.15,19.87,5.02,100.00,kidneybeans,1.21,2000
32.00,73.00,21.00,15.47,21.44,5.34,100.00,kidneybeans,1.21,2000
26.00,81.00,17.00,24.63,18.18,6.57,100.00,kidneybeans,1.21,2000
68.00,49.00,18.00,20.42,62.55,6.66,100.00,maize,0.32,2600
20.00,30.00,25.00,30.02,50.10,7.11,100.00,mango,0.76,3000
14.00,19.00,12.00,32.40,94.52,5.35,100.00,orange,0.46,4800
24.00,10.00,10.00,20.88,90.94,5.83,100.00,orange,0.46,4800
99.00,85.00,38.00,25.15,83.35,4.91,101.00,banana,1.25,14000
100.00,87.00,71.00,27.96,84.15,5.03,101.00,banana,1.25,14000
119.00,76.00,23.00,27.49,76.11,5.14,101.00,banana,1.25,14000
88.00,77.00,58.00,25.15,81.38,5.43,101.00,banana,1.25,14000
152.00,89.00,48.00,27.35,78.49,5.98,101.00,banana,1.25,14000
22.00,13.00,29.00,29.01,94.01,5.87,101.00,coconut,0.32,5000
140.00,41.00,21.00,25.01,78.18,7.90,101.00,cotton,0.55,365
27.00,164.00,146.00,20.47,80.98,8.12,101.00,grapes,1.2,5000
66.00,30.00,33.00,25.14,65.26,5.49,101.00,maize,0.32,2600
25.00,25.00,32.00,27.58,48.57,7.38,101.00,mango,0.76,3000
21.00,56.00,24.00,28.88,50.12,4.30,101.00,mothbeans,0.84,4000
18.00,19.00,9.00,30.55,90.90,7.76,101.00,orange,0.46,4800
16.00,18.00,12.00,21.35,90.95,7.90,101.00,orange,0.46,4800
18.00,18.00,10.00,22.57,93.37,8.01,101.00,orange,0.46,4800
52.00,52.00,63.00,38.59,91.58,6.52,101.00,papaya,1.45,3000
21.00,64.00,22.00,33.15,32.46,5.99,101.00,pigeonpeas,0.76,800
25.00,40.00,17.00,24.55,57.34,6.75,101.00,pigeonpeas,0.76,800
11.00,14.00,46.00,24.82,91.91,7.78,101.00,pomegranate,0.74,1700
23.00,26.00,49.00,24.93,85.19,9.42,101.00,pomegranate,0.74,1700
84.00,94.00,73.00,29.16,76.67,5.39,102.00,banana,1.25,14000
111.00,66.00,65.00,25.87,78.52,5.56,102.00,banana,1.25,14000
49.00,66.00,18.00,27.46,62.90,6.82,102.00,blackgram,0.59,800
28.00,84.00,114.00,17.82,17.61,6.89,102.00,chickpea,0.78,1000
62.00,31.00,39.00,23.29,50.05,4.89,102.00,coffee,4.55,500
83.00,26.00,38.00,26.54,67.10,7.89,102.00,coffee,4.55,500
66.00,39.00,41.00,25.30,86.89,7.38,102.00,jute,0.86,10000
19.00,42.00,34.00,21.99,24.87,4.74,102.00,kidneybeans,1.21,2000
94.00,52.00,12.00,18.52,55.53,6.50,102.00,maize,0.32,2600
24.00,36.00,30.00,31.20,54.50,5.79,102.00,mango,0.76,3000
14.00,28.00,34.00,30.91,49.93,6.06,102.00,mango,0.76,3000
29.00,31.00,42.00,33.56,53.73,6.53,102.00,mango,0.76,3000
23.00,63.00,15.00,24.69,59.97,4.50,102.00,pigeonpeas,0.76,800
142.00,41.00,203.00,27.03,91.00,5.89,102.00,pineapple,1.1,10000
17.00,109.00,177,23.88,93.45,7.03,103.00,apple,0.68,7300
39.00,73.00,15.00,34.60,63.11,7.31,103.00,blackgram,0.59,800
40.00,86.00,68.00,19.97,15.57,6.83,103.00,chickpea,0.78,1000
26.00,64.00,15.00,22.14,23.02,3.71,103.00,kidneybeans,1.21,2000
23.00,78.00,31.00,18.88,24.54,5.87,103.00,kidneybeans,1.21,2000
69.00,54.00,9.00,23.81,59.25,5.71,103.00,maize,0.32,2600
16.00,33.00,38.00,28.35,53.54,4.24,103.00,mango,0.76,3000
23.00,32.00,29.00,31.10,47.41,4.85,103.00,mango,0.76,3000
20.00,33.00,33.00,32.32,52.59,5.49,103.00,mango,0.76,3000
24.00,37.00,49.00,27.00,47.68,6.35,103.00,mango,0.76,3000
11.00,33.00,17.00,27.76,52.35,6.52,103.00,mango,0.76,3000
29.00,30.00,37.00,34.13,51.26,6.65,103.00,mango,0.76,3000
16.00,16.00,14.00,25.30,94.96,6.27,103.00,orange,0.46,4800
23.00,16.00,12.00,31.53,90.51,7.54,103.00,orange,0.46,4800
62.00,63.00,65.00,38.72,91.73,7.97,103.00,papaya,1.45,3000
20.00,53.00,18.00,18.32,34.70,4.61,103.00,pigeonpeas,0.76,800
29.00,95.00,27.00,31.33,57.97,5.35,103.00,pigeonpeas,0.76,800
118.00,38.00,207.00,25.61,92.00,4.48,103.00,pineapple,1.1,10000
23.00,22.00,26.00,24.15,94.51,5.53,103.00,pomegranate,0.74,1700
22.00,19.00,40.00,20.51,92.52,7.76,103.00,pomegranate,0.74,1700
21.00,104.00,208,22.03,92.96,7.21,104.00,apple,0.68,7300
29.00,42.00,96.00,19.08,17.87,6.35,104.00,chickpea,0.78,1000
55.00,41.00,19.00,25.46,81.57,7.14,104.00,cotton,0.55,365
100.00,46.00,26.00,23.04,76.11,7.69,104.00,cotton,0.55,365
22.00,136.00,220.00,18.71,83.48,4.89,104.00,grapes,1.2,5000
107.00,44.00,49.00,23.28,74.28,5.15,104.00,jute,0.86,10000
16.00,47.00,16.00,19.73,24.89,6.17,104.00,kidneybeans,1.21,2000
13.00,75.00,24.00,27.70,63.21,6.73,104.00,lentil,1.12,800
52.00,56.00,23.00,24.25,55.65,5.41,104.00,maize,0.32,2600
59.00,58.00,60.00,28.28,91.37,7.81,104.00,papaya,1.45,3000
140.00,35.00,217.00,21.42,92.00,6.11,104.00,pineapple,1.1,10000
15.00,14.00,43.00,21.02,93.06,7.16,104.00,pomegranate,0.74,1700
61.00,63.00,37.00,24.89,81.98,3.60,104.00,rice,0.33,4500
29.00,82.00,228,22.75,90.69,5.00,105.00,apple,0.68,7300
18.00,120.00,234,21.41,92.99,4.67,105.00,apple,0.68,7300
18.00,85.00,234,23.83,90.84,4.95,105.00,apple,0.68,7300
21.00,161.00,182,22.36,91.92,6.07,105.00,apple,0.68,7300
24.00,120.00,166,21.26,92.84,6.80,105.00,apple,0.68,7300
22.00,125.00,224,21.80,92.73,7.68,105.00,apple,0.68,7300
79.00,66.00,72.00,29.37,76.25,5.05,105.00,banana,1.25,14000
94.00,123.00,19.00,29.14,80.12,7.05,105.00,banana,1.25,14000
94.00,89.00,44.00,25.16,84.98,7.39,105.00,banana,1.25,14000
14.00,82.00,16.00,22.06,19.60,3.17,105.00,kidneybeans,1.21,2000
22.00,88.00,12.00,17.31,20.02,4.06,105.00,kidneybeans,1.21,2000
17.00,62.00,19.00,20.12,22.90,4.92,105.00,kidneybeans,1.21,2000
78.00,58.00,21.00,19.40,62.36,5.86,105.00,maize,0.32,2600
12.00,31.00,41.00,32.13,50.53,4.68,105.00,mango,0.76,3000
15.00,20.00,27.00,34.59,50.34,5.09,105.00,mango,0.76,3000
16.00,12.00,8.00,23.85,90.11,6.00,105.00,orange,0.46,4800
16.00,16.00,14.00,28.05,90.01,8.40,105.00,orange,0.46,4800
63.00,63.00,46.00,37.04,91.79,6.01,105.00,papaya,1.45,3000
54.00,49.00,69.00,27.93,91.56,6.42,105.00,papaya,1.45,3000
28.00,76.00,24.00,29.39,63.48,6.35,105.00,pigeonpeas,0.76,800
139.00,54.00,71.00,24.75,82.00,4.65,105.00,pineapple,1.1,10000
103.00,39.00,219.00,20.34,84.00,6.05,105.00,pineapple,1.1,10000
26.00,15.00,45.00,20.24,91.09,7.09,105.00,pomegranate,0.74,1700
10.00,121.00,250,22.13,90.98,6.43,106.00,apple,0.68,7300
23.00,116.00,132,21.23,90.10,7.47,106.00,apple,0.68,7300
107.00,59.00,26.00,29.15,78.71,4.45,106.00,banana,1.25,14000
142.00,72.00,37.00,27.54,77.26,6.27,106.00,banana,1.25,14000
61.00,73.00,50.00,27.95,76.64,7.11,106.00,banana,1.25,14000
96.00,37.00,64.00,25.36,75.03,7.40,106.00,banana,1.25,14000
114.00,29.00,13.00,27.75,54.37,5.29,106.00,coffee,4.55,500
25.00,39.00,32.00,21.54,24.25,5.21,106.00,kidneybeans,1.21,2000
20.00,51.00,22.00,16.79,24.97,5.56,106.00,kidneybeans,1.21,2000
23.00,68.00,18.00,23.38,21.99,5.80,106.00,kidneybeans,1.21,2000
25.00,55.00,25.00,16.71,19.18,7.83,106.00,kidneybeans,1.21,2000
74.00,46.00,12.00,18.15,71.09,8.33,106.00,maize,0.32,2600
22.00,25.00,28.00,30.76,47.94,3.49,106.00,mango,0.76,3000
19.00,33.00,26.00,30.07,50.96,3.63,106.00,mango,0.76,3000
12.00,23.00,30.00,27.70,48.56,5.73,106.00,mango,0.76,3000
26.00,16.00,11.00,10.27,90.19,7.10,106.00,orange,0.46,4800
32.00,58.00,51.00,23.19,91.40,4.25,106.00,papaya,1.45,3000
199.00,55.00,201.00,25.19,87.00,5.09,106.00,pineapple,1.1,10000
106.00,39.00,178.00,28.82,84.00,5.87,106.00,pineapple,1.1,10000
18.00,25.00,29.00,18.26,88.17,4.35,106.00,pomegranate,0.74,1700
19.00,183.00,234,22.19,90.03,5.30,107.00,apple,0.68,7300
17.00,130.00,264,22.85,94.58,6.08,107.00,apple,0.68,7300
21.00,150.00,254,23.86,94.92,6.08,107.00,apple,0.68,7300
25.00,189.00,289,23.64,93.74,6.21,107.00,apple,0.68,7300
19.00,118.00,198,22.44,92.71,6.67,107.00,apple,0.68,7300
87.00,110.00,81.00,25.08,80.26,4.70,107.00,banana,1.25,14000
34.00,47.00,21.00,22.92,82.69,7.24,107.00,cotton,0.55,365
113.00,35.00,57.00,25.50,76.00,7.87,107.00,jute,0.86,10000
18.00,76.00,19.00,24.92,18.23,5.24,107.00,kidneybeans,1.21,2000
18.00,48.00,18.00,18.78,20.25,9.08,107.00,kidneybeans,1.21,2000
73.00,26.00,28.00,25.62,63.47,6.12,107.00,maize,0.32,2600
21.00,27.00,31.00,33.94,52.72,6.31,107.00,mango,0.76,3000
20.00,29.00,33.00,33.56,45.54,6.46,107.00,mango,0.76,3000
20.00,63.00,23.00,34.93,30.40,5.82,107.00,mothbeans,0.84,4000
30.00,15.00,6.00,25.35,91.81,6.95,107.00,orange,0.46,4800
97.00,72.00,233.00,28.27,79.00,2.87,107.00,pineapple,1.1,10000
78.00,32.00,140.00,24.50,85.00,7.29,107.00,pineapple,1.1,10000
22.00,17.00,32.00,19.85,89.81,7.81,107.00,pomegranate,0.74,1700
8.00,18.00,28.00,21.81,94.64,8.17,107.00,pomegranate,0.74,1700
28.00,153.00,130,23.25,94.54,5.11,108.00,apple,0.68,7300
18.00,125.00,169,21.45,90.75,6.10,108.00,apple,0.68,7300
21.00,78.00,247,21.13,91.96,7.17,108.00,apple,0.68,7300
130.00,81.00,65.00,27.39,81.47,5.05,108.00,banana,1.25,14000
113.00,68.00,46.00,27.97,79.29,6.30,108.00,banana,1.25,14000
126.00,83.00,37.00,25.57,75.94,6.41,108.00,banana,1.25,14000
31.00,65.00,59.00,18.82,16.11,7.06,108.00,chickpea,0.78,1000
42.00,89.00,66.00,18.24,19.69,7.94,108.00,chickpea,0.78,1000
98.00,39.00,25.00,24.88,76.30,6.61,108.00,cotton,0.55,365
89.00,43.00,36.00,26.42,76.86,5.71,108.00,jute,0.86,10000
58.00,38.00,17.00,25.49,84.48,6.20,108.00,jute,0.86,10000
26.00,47.00,22.00,21.14,22.72,3.13,108.00,kidneybeans,1.21,2000
27.00,45.00,14.00,21.42,20.40,6.34,108.00,kidneybeans,1.21,2000
110.00,55.00,18.00,20.38,63.74,3.82,108.00,maize,0.32,2600
53.00,32.00,25.00,23.30,73.63,5.29,108.00,maize,0.32,2600
14.00,28.00,28.00,27.55,47.91,3.82,108.00,mango,0.76,3000
20.00,13.00,8.00,22.79,90.61,6.94,108.00,orange,0.46,4800
14.00,21.00,8.00,33.23,91.06,7.45,108.00,orange,0.46,4800
46.00,64.00,40.00,32.51,94.66,5.64,108.00,papaya,1.45,3000
58.00,53.00,47.00,29.02,90.20,7.11,108.00,papaya,1.45,3000
16.00,75.00,26.00,28.23,49.44,5.50,108.00,pigeonpeas,0.76,800
192.00,55.00,189.00,25.94,85.00,6.02,108.00,pineapple,1.1,10000
11.00,14.00,33.00,23.41,93.13,5.96,108.00,pomegranate,0.74,1700
15.00,17.00,53.00,23.50,92.98,7.05,108.00,pomegranate,0.74,1700
15.00,13.00,49.00,23.83,87.84,7.20,108.00,pomegranate,0.74,1700
17.00,80.00,135,23.67,93.90,6.64,109.00,apple,0.68,7300
84.00,85.00,63.00,29.45,78.35,4.78,109.00,banana,1.25,14000
58.00,93.00,79.00,17.17,17.30,8.47,109.00,chickpea,0.78,1000
77.00,40.00,37.00,26.35,58.51,5.46,109.00,coffee,4.55,500
89.00,39.00,26.00,24.99,57.93,8.59,109.00,coffee,4.55,500
134.00,28.00,16.00,25.03,82.21,7.21,109.00,cotton,0.55,365
94.00,32.00,26.00,24.14,84.52,7.27,109.00,cotton,0.55,365
100.00,48.00,38.00,23.09,78.46,6.20,109.00,jute,0.86,10000
19.00,72.00,14.00,22.84,18.97,2.23,109.00,kidneybeans,1.21,2000
19.00,26.00,35.00,35.64,48.97,7.77,109.00,mango,0.76,3000
21.00,33.00,22.00,21.01,69.69,5.74,109.00,mothbeans,0.84,4000
53.00,65.00,79.00,33.20,92.76,6.54,109.00,papaya,1.45,3000
57.00,42.00,36.00,42.07,92.92,7.23,109.00,papaya,1.45,3000
28.00,66.00,15.00,36.04,43.61,4.69,109.00,pigeonpeas,0.76,800
82.00,47.00,161.00,30.44,89.00,4.96,109.00,pineapple,1.1,10000
17.00,20.00,50.00,22.73,88.49,5.87,109.00,pomegranate,0.74,1700
19.00,21.00,38.00,22.34,89.79,7.54,109.00,pomegranate,0.74,1700
21.00,28.00,41.00,24.96,92.41,8.40,109.00,pomegranate,0.74,1700
20.00,101.00,239,22.85,94.32,5.92,110.00,apple,0.68,7300
28.00,155.00,121,22.81,91.52,6.82,110.00,apple,0.68,7300
139.00,80.00,52.00,28.65,79.29,6.93,110.00,banana,1.25,14000
36.00,76.00,100.00,19.71,18.10,9.16,110.00,chickpea,0.78,1000
82.00,23.00,17.00,25.56,62.67,5.83,110.00,coffee,4.55,500
51.00,63.00,27.00,24.22,74.89,6.95,110.00,jute,0.86,10000
24.00,86.00,20.00,18.24,21.08,4.63,110.00,kidneybeans,1.21,2000
13.00,53.00,12.00,24.32,21.03,5.28,110.00,kidneybeans,1.21,2000
77.00,66.00,22.00,23.26,72.33,5.67,110.00,maize,0.32,2600
31.00,22.00,22.00,29.81,52.14,7.01,110.00,mango,0.76,3000
18.00,22.00,32.00,31.75,45.16,7.79,110.00,mango,0.76,3000
20.00,68.00,24.00,28.88,62.49,5.76,110.00,mothbeans,0.84,4000
19.00,14.00,6.00,34.74,93.12,5.83,110.00,orange,0.46,4800
18.00,22.00,9.00,25.26,90.31,7.22,110.00,orange,0.46,4800
62.00,69.00,50.00,32.86,91.46,5.72,110.00,papaya,1.45,3000
6.00,22.00,53.00,23.89,89.62,6.35,110.00,pomegranate,0.74,1700
25.00,21.00,34.00,22.60,93.16,6.52,110.00,pomegranate,0.74,1700
12.00,146.00,202,23.85,94.35,5.19,111.00,apple,0.68,7300
27.00,116.00,163,22.91,90.70,6.52,111.00,apple,0.68,7300
17.00,150.00,221,22.43,93.92,6.91,111.00,apple,0.68,7300
80.00,53.00,66.00,28.98,82.96,5.55,111.00,banana,1.25,14000
95.00,96.00,46.00,26.34,76.85,6.33,111.00,banana,1.25,14000
87.00,35.00,36.00,27.23,52.95,7.16,111.00,coffee,4.55,500
21.00,116.00,254.00,15.32,81.67,7.57,111.00,grapes,1.2,5000
55.00,44.00,51.00,23.75,71.15,5.35,111.00,jute,0.86,10000
91.00,47.00,51.00,24.97,79.48,6.50,111.00,jute,0.86,10000
84.00,39.00,21.00,25.34,63.32,4.72,111.00,maize,0.32,2600
63.00,32.00,24.00,18.28,66.66,7.49,111.00,maize,0.32,2600
91.00,42.00,22.00,24.93,73.80,7.74,111.00,maize,0.32,2600
18.00,31.00,35.00,35.79,51.94,6.19,111.00,mango,0.76,3000
24.00,72.00,22.00,28.43,52.10,3.72,111.00,mothbeans,0.84,4000
26.00,23.00,9.00,31.88,91.15,6.50,111.00,orange,0.46,4800
24.00,68.00,17.00,29.38,44.82,4.62,111.00,pigeonpeas,0.76,800
151.00,54.00,186.00,23.99,84.00,3.84,111.00,pineapple,1.1,10000
25.00,12.00,33.00,19.75,88.72,5.84,111.00,pomegranate,0.74,1700
26.00,20.00,43.00,23.13,92.68,7.24,111.00,pomegranate,0.74,1700
16.00,116.00,194,21.91,91.69,5.93,112.00,apple,0.68,7300
16.00,21.00,19.00,28.28,93.65,6.63,112.00,coconut,0.32,5000
133.00,21.00,33.00,23.41,52.27,6.14,112.00,coffee,4.55,500
30.00,75.00,20.00,19.31,23.96,5.23,112.00,kidneybeans,1.21,2000
43.00,36.00,24.00,23.09,60.12,3.35,112.00,maize,0.32,2600
83.00,56.00,16.00,18.75,62.50,9.34,112.00,maize,0.32,2600
22.00,26.00,21.00,33.80,46.13,5.63,112.00,mango,0.76,3000
26.00,28.00,32.00,28.92,48.14,8.32,112.00,mango,0.76,3000
21.00,36.00,21.00,31.47,35.39,8.17,112.00,mothbeans,0.84,4000
18.00,15.00,10.00,11.03,92.23,7.13,112.00,orange,0.46,4800
18.00,14.00,7.00,25.16,92.55,7.78,112.00,orange,0.46,4800
143.00,47.00,217.00,26.55,76.00,4.19,112.00,pineapple,1.1,10000
17.00,21.00,50.00,24.57,92.03,7.43,112.00,pomegranate,0.74,1700
13.00,172.00,202,23.80,92.80,5.18,113.00,apple,0.68,7300
21.00,189.00,190,22.21,93.51,5.66,113.00,apple,0.68,7300
50.00,83.00,78.00,20.57,14.26,6.84,113.00,chickpea,0.78,1000
35.00,36.00,23.00,24.65,75.64,6.31,113.00,cotton,0.55,365
23.00,46.00,25.00,24.90,22.28,6.12,113.00,kidneybeans,1.21,2000
93.00,49.00,23.00,24.79,70.05,4.67,113.00,maize,0.32,2600
12.00,41.00,34.00,30.90,49.96,7.40,113.00,mango,0.76,3000
18.00,82.00,28.00,36.04,43.61,9.19,113.00,mothbeans,0.84,4000
15.00,77.00,20.00,18.42,34.81,6.03,113.00,pigeonpeas,0.76,800
140.00,27.00,204.00,27.43,94.00,2.50,113.00,pineapple,1.1,10000
84.00,76.00,193.00,24.69,75.00,3.57,113.00,pineapple,1.1,10000
162.00,47.00,159.00,25.74,91.00,4.13,113.00,pineapple,1.1,10000
22.00,20.00,38.00,19.01,88.84,3.03,113.00,pomegranate,0.74,1700
22.00,12.00,33.00,20.34,89.38,5.34,113.00,pomegranate,0.74,1700
18.00,150.00,259,23.71,91.53,6.02,114.00,apple,0.68,7300
24.00,139.00,268,23.75,92.88,6.57,114.00,apple,0.68,7300
74.00,108.00,36.00,29.07,76.50,5.49,114.00,banana,1.25,14000
118.00,78.00,45.00,28.95,82.19,5.71,114.00,banana,1.25,14000
15.00,75.00,20.00,19.92,21.47,4.02,114.00,kidneybeans,1.21,2000
18.00,76.00,24.00,19.73,18.28,4.53,114.00,kidneybeans,1.21,2000
20.00,79.00,12.00,33.51,45.71,3.67,114.00,mothbeans,0.84,4000
15.00,16.00,7.00,10.16,91.22,5.90,114.00,orange,0.46,4800
36.00,46.00,31.00,41.31,91.15,7.07,114.00,papaya,1.45,3000
14.00,58.00,27.00,35.09,30.99,6.39,114.00,pigeonpeas,0.76,800
25.00,13.00,40.00,22.37,92.31,6.57,114.00,pomegranate,0.74,1700
26.00,15.00,31.00,24.46,86.11,6.93,114.00,pomegranate,0.74,1700
28.00,98.00,121,21.19,91.13,4.43,115.00,apple,0.68,7300
22.00,187.00,205,23.77,90.60,6.22,115.00,apple,0.68,7300
20.00,149.00,229,22.32,90.85,6.72,115.00,apple,0.68,7300
83.00,45.00,73.00,26.05,79.40,5.95,115.00,banana,1.25,14000
50.00,33.00,16.00,26.27,52.13,8.27,115.00,coffee,4.55,500
30.00,63.00,15.00,24.85,22.89,5.82,115.00,kidneybeans,1.21,2000
23.00,64.00,17.00,18.81,21.28,5.87,115.00,kidneybeans,1.21,2000
18.00,94.00,22.00,21.81,18.57,5.94,115.00,kidneybeans,1.21,2000
28.00,34.00,25.00,34.74,49.09,7.27,115.00,mango,0.76,3000
20.00,76.00,24.00,31.33,57.97,8.14,115.00,mothbeans,0.84,4000
16.00,15.00,8.00,30.72,94.01,7.67,115.00,orange,0.46,4800
67.00,64.00,75.00,34.29,93.61,5.85,115.00,papaya,1.45,3000
33.00,84.00,55.00,42.55,94.94,6.82,115.00,papaya,1.45,3000
60.00,41.00,31.00,42.85,94.64,6.82,115.00,papaya,1.45,3000
26.00,62.00,22.00,21.06,55.47,4.61,115.00,pigeonpeas,0.76,800
26.00,91.00,11.00,19.04,33.11,4.93,115.00,pigeonpeas,0.76,800
23.00,78.00,18.00,33.65,48.41,7.01,115.00,pigeonpeas,0.76,800
18.00,63.00,11.00,20.89,46.25,7.11,115.00,pigeonpeas,0.76,800
182.00,33.00,200.00,24.01,84.00,5.58,115.00,pineapple,1.1,10000
23.00,21.00,39.00,24.49,90.84,4.46,115.00,pomegranate,0.74,1700
110.00,89.00,59.00,26.42,83.70,5.48,116.00,banana,1.25,14000
134.00,77.00,71.00,27.09,81.34,5.56,116.00,banana,1.25,14000
111.00,32.00,24.00,27.16,51.59,6.58,116.00,coffee,4.55,500
61.00,44.00,34.00,25.76,88.37,7.08,116.00,jute,0.86,10000
15.00,80.00,23.00,23.79,24.36,5.11,116.00,kidneybeans,1.21,2000
13.00,61.00,24.00,18.36,19.38,5.76,116.00,kidneybeans,1.21,2000
23.00,26.00,28.00,29.26,54.82,4.89,116.00,mango,0.76,3000
21.00,33.00,34.00,29.14,49.41,5.35,116.00,mango,0.76,3000
25.00,100.00,19.00,30.56,35.29,6.78,116.00,mothbeans,0.84,4000
25.00,110.00,17.00,36.21,31.95,9.23,116.00,mothbeans,0.84,4000
30.00,12.00,14.00,31.35,91.48,7.24,116.00,orange,0.46,4800
14.00,20.00,12.00,28.07,92.91,8.03,116.00,orange,0.46,4800
54.00,62.00,49.00,30.42,93.13,6.33,116.00,papaya,1.45,3000
146.00,35.00,101.00,27.13,87.00,5.80,116.00,pineapple,1.1,10000
25.00,14.00,50.00,19.20,94.28,4.75,116.00,pomegranate,0.74,1700
15.00,12.00,40.00,22.11,91.34,5.71,116.00,pomegranate,0.74,1700
25.00,15.00,12.00,20.07,90.98,7.35,116.00,pomegranate,0.74,1700
99.00,106.00,44.00,28.67,82.21,6.17,117.00,banana,1.25,14000
131.00,37.00,23.00,25.00,80.54,7.14,117.00,cotton,0.55,365
77.00,48.00,47.00,26.87,79.79,4.19,117.00,jute,0.86,10000
22.00,64.00,21.00,17.92,24.91,6.64,117.00,kidneybeans,1.21,2000
11.00,25.00,27.00,33.75,48.50,5.19,117.00,mango,0.76,3000
21.00,19.00,26.00,32.39,53.23,5.55,117.00,mango,0.76,3000
15.00,49.00,16.00,23.00,60.24,4.21,117.00,mothbeans,0.84,4000
28.00,17.00,8.00,22.36,93.52,6.23,117.00,orange,0.46,4800
